model,variable,loss,dm_stat,p_value
VAR(2),ppi,mse,2.1566799948836226,0.0310306067714163
VAR(2),ppi,mse,2.1566799948836226,0.0310306067714163
VAR(2),ppi,mse,2.1566799948836226,0.031030606771416336
