variable,model,order,parameter,value
cpi,VAR,2,coef_lag1_cpi,0.09298031917195822
cpi,VAR,2,coef_lag1_ppi,0.32975890266106134
cpi,VAR,2,coef_lag1_trend_inflation,-0.00047441190256777843
cpi,VAR,2,coef_lag2_cpi,-0.35248852302500694
cpi,VAR,2,coef_lag2_ppi,-0.04435772014093788
cpi,VAR,2,coef_lag2_trend_inflation,-0.0023189700298294723
cpi,VAR,2,intercept,0.0017383168222295056
