variable,adf_statistic,p_value
cpi,0.9498101550970912,0.9937071196382541
trend_inflation,-1.263005879249801,0.6459227363168994
diff_log_cpi,-2.742985083166638,0.0668907283733337
diff_log_trend_inflation,-13.509969779992284,2.8659897803155e-25
