model,variable,loss,dm_stat,p_value
VAR(7),cpi,mse,0.9639429345186872,0.3350745367661936
LSTM(1%200%1%100%16),cpi,mse,5.030036455251029,4.903865880034886e-07
VAR(2),cpi,mse,0.6319974073624823,0.5273885713602913
VAR(2),cpi,mse,0.6319974073624823,0.5273885713602913
VAR(7),cpi,mse,0.9639429345186872,0.3350745367661936
LSTM(1%200%1%100%16),cpi,mse,5.030036455251029,4.903865880034886e-07
GRU(1%200%1%100%16),cpi,mse,5.054046462612072,4.325463078824754e-07
