model,variable,loss,dm_stat,p_value
VAR(2),trend_mulga,mse,0.7972008827196871,0.4253343734641801
VAR(2),trend_mulga,mse,0.7972008827196871,0.4253343734641801
VAR(2),trend_mulga,mse,0.7972008827196871,0.4253343734641801
