variable,adf_statistic,p_value
ppi,-0.5126271267305162,0.8895287536488603
trend_gap,-1.2122292832554191,0.6683129829592873
diff_log_ppi,-3.135911523052543,0.02400722043109182
diff_log_trend_gap,-3.4686956821597024,0.008828407092220462
