variable,model,order,parameter,value
cpi,ARIMA,"(2, 0, 4)",const,0.0016865446839825912
cpi,ARIMA,"(2, 0, 4)",ar.L1,0.7912040464182172
cpi,ARIMA,"(2, 0, 4)",ar.L2,-0.4501800956525571
cpi,ARIMA,"(2, 0, 4)",ma.L1,-0.5089676369529378
cpi,ARIMA,"(2, 0, 4)",ma.L2,0.0427046705879577
cpi,ARIMA,"(2, 0, 4)",ma.L3,-0.009555670123233828
cpi,ARIMA,"(2, 0, 4)",ma.L4,0.38563598402497284
cpi,ARIMA,"(2, 0, 4)",sigma2,8.127853493638764e-06
