variable,model,order,parameter,value
cpi,MA,"(0, 0, 5)",const,0.001694912049322694
cpi,MA,"(0, 0, 5)",ma.L1,0.2820024430931944
cpi,MA,"(0, 0, 5)",ma.L2,-0.08951704427406129
cpi,MA,"(0, 0, 5)",ma.L3,-0.2555439650776796
cpi,MA,"(0, 0, 5)",ma.L4,0.18045784112859511
cpi,MA,"(0, 0, 5)",ma.L5,0.1795864408815014
cpi,MA,"(0, 0, 5)",sigma2,8.714285377155107e-06
