variable,model,order,parameter,value
cpi,AR,"(4, 0, 0)",const,0.001696692227393108
cpi,AR,"(4, 0, 0)",ar.L1,0.34291686028494767
cpi,AR,"(4, 0, 0)",ar.L2,-0.22715550340021134
cpi,AR,"(4, 0, 0)",ar.L3,-0.16727613247659356
cpi,AR,"(4, 0, 0)",ar.L4,0.2377411204362337
cpi,AR,"(4, 0, 0)",sigma2,8.77356801121259e-06
