variable,adf_statistic,p_value
cpi,0.9498101550970912,0.9937071196382541
ppi,-0.5126271267305162,0.8895287536488603
trend_mulga,-1.5047269935702692,0.5311716802039667
diff_log_cpi,-2.742985083166638,0.0668907283733337
diff_log_ppi,-3.135911523052543,0.02400722043109182
diff_log_trend_mulga,-13.702081646272639,1.2840358781122545e-25
