rmse,mae,r2,diff_log_rmse,diff_log_mae,diff_log_r2
15196.889141271378,8300.160456745996,-1.2315435812859046,0.1700202591123127,0.1369031375451,-0.6161518842940121
24089.848637634703,12601.017240294988,-4.607433405934412,0.1733792907134581,0.136340809941601,-0.6806422198407969
25659.573588692703,13567.77051076211,-5.362017393260969,0.1884714585619756,0.1540361499590787,-0.9859669122972664
37411.9969380816,19178.694654235416,-12.524392380944064,0.1923577054797484,0.1587875590526176,-1.068711846606853
35819.26224388233,18469.225845743396,-11.397361219300612,0.2009293614139496,0.1666587149901303,-1.2571874839885666
25578.518491158316,13500.553502807195,-5.321887383564489,0.193992584214944,0.1571998030745101,-1.10402590353018
25242.892526374693,13315.20597117064,-5.157071807658796,0.1844618962990552,0.1512899007204287,-0.9023663852510816
16325.576030269596,8781.809650827621,-1.575330728307259,0.1690475333058506,0.1400564393205555,-0.5977120165404362
50522.27307487613,25611.52167805948,-23.663899719514788,0.2059021023377766,0.1703838805529744,-1.3702949289818165
8551.190150864833,4844.735947061752,0.2934398983957761,0.1653982395352322,0.1248971204760782,-0.5294757334304188
26439.802082310634,13817.06954577086,-7.054749772137552,0.1843960430974303,0.14965535156330748,-0.9112535314761429
