rmse,mae,r2,diff_log_rmse,diff_log_mae,diff_log_r2
0.786806269693781,0.6632448170174404,-1.7188785747080528,0.002376518005679,0.0020385817915302,-0.077547045121284
0.786806269693781,0.6632448170174404,-1.7188785747080528,0.002376518005679,0.0020385817915302,-0.077547045121284
0.786806269693781,0.6632448170174404,-1.7188785747080528,0.002376518005679,0.0020385817915302,-0.077547045121284
0.786806269693781,0.6632448170174404,-1.7188785747080528,0.002376518005679,0.0020385817915302,-0.077547045121284
0.786806269693781,0.6632448170174404,-1.7188785747080528,0.002376518005679,0.0020385817915302,-0.077547045121284
0.786806269693781,0.6632448170174404,-1.7188785747080528,0.002376518005679,0.0020385817915302,-0.077547045121284
0.786806269693781,0.6632448170174404,-1.7188785747080528,0.002376518005679,0.0020385817915302,-0.077547045121284
0.786806269693781,0.6632448170174404,-1.7188785747080528,0.002376518005679,0.0020385817915302,-0.077547045121284
0.786806269693781,0.6632448170174404,-1.7188785747080528,0.002376518005679,0.0020385817915302,-0.077547045121284
0.786806269693781,0.6632448170174404,-1.7188785747080528,0.002376518005679,0.0020385817915302,-0.077547045121284
0.7868062696937809,0.6632448170174403,-1.718878574708053,0.002376518005679,0.0020385817915302,-0.07754704512128399
