rmse,mae,r2,diff_log_rmse,diff_log_mae,diff_log_r2
0.5349654095626486,0.42906843055950833,-0.256914082430969,0.002283789432246028,0.0019967974040833694,0.004901342797020036
0.5349654095626486,0.42906843055950833,-0.256914082430969,0.002283789432246028,0.0019967974040833694,0.004901342797020036
0.5349654095626486,0.42906843055950833,-0.256914082430969,0.002283789432246028,0.0019967974040833694,0.004901342797020036
0.5349654095626486,0.42906843055950833,-0.256914082430969,0.002283789432246028,0.0019967974040833694,0.004901342797020036
0.5349654095626486,0.42906843055950833,-0.256914082430969,0.002283789432246028,0.0019967974040833694,0.004901342797020036
0.5349654095626486,0.42906843055950833,-0.256914082430969,0.002283789432246028,0.0019967974040833694,0.004901342797020036
0.5349654095626486,0.42906843055950833,-0.256914082430969,0.002283789432246028,0.0019967974040833694,0.004901342797020036
0.5349654095626486,0.42906843055950833,-0.256914082430969,0.002283789432246028,0.0019967974040833694,0.004901342797020036
0.5349654095626486,0.42906843055950833,-0.256914082430969,0.002283789432246028,0.0019967974040833694,0.004901342797020036
0.5349654095626486,0.42906843055950833,-0.256914082430969,0.002283789432246028,0.0019967974040833694,0.004901342797020036
